machine_id,date,datetime,time,year,month,day,hour,day_of_week,is_weekend,shift,severity,num_signals,has_comment,type_surchauffe,type_baisse_pression,type_vibration,type_bruit_mecanique,type_surconsommation,type_blocage_mecanique,type_alarme_capteur,type_arret_urgence,type_defaut_qualite,comment
MACH-03,2025-06-27,2025-06-27 10:21:00,10:21,2025,6,27,10,4,False,matin,5,1,1,1,0,0,0,0,0,0,0,0,chauffe anormale
MACH-03,2025-06-27,2025-06-27 13:11:00,13:11,2025,6,27,13,4,False,matin,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-03,2025-07-03,2025-07-03 23:04:00,23:04,2025,7,3,23,3,False,nuit,2,1,1,0,0,0,0,1,0,0,0,0,pic courant anormal moteur
MACH-03,2025-07-03,2025-07-03 23:17:00,23:17,2025,7,3,23,3,False,nuit,3,1,1,0,0,0,0,1,0,0,0,0,consommation hors plage nominale
MACH-03,2025-07-04,2025-07-04 14:09:00,14:09,2025,7,4,14,4,False,apres-midi,3,1,1,0,0,0,0,1,0,0,0,0,échauffement bobinage moteur
MACH-03,2025-07-04,2025-07-04 14:10:00,14:10,2025,7,4,14,4,False,apres-midi,2,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique constatée
MACH-03,2025-07-04,2025-07-04 23:04:00,23:04,2025,7,4,23,4,False,nuit,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique constatée
MACH-03,2025-07-04,2025-07-04 23:07:00,23:07,2025,7,4,23,4,False,nuit,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique constatée
MACH-03,2025-07-05,2025-07-05 14:02:00,14:02,2025,7,5,14,5,True,apres-midi,3,1,1,0,0,0,0,1,0,0,0,0,consommation hors plage nominale
MACH-03,2025-07-05,2025-07-05 14:10:00,14:10,2025,7,5,14,5,True,apres-midi,3,1,1,0,0,0,0,1,0,0,0,0,pic courant anormal moteur
MACH-03,2025-07-05,2025-07-05 15:25:00,15:25,2025,7,5,15,5,True,apres-midi,2,1,1,0,1,0,0,0,0,0,0,0,baisse pression hydraulique
MACH-03,2025-07-05,2025-07-05 15:41:00,15:41,2025,7,5,15,5,True,apres-midi,3,1,1,0,1,0,0,0,0,0,0,0,circuit hydraulique en défaut
MACH-03,2025-07-05,2025-07-05 23:04:00,23:04,2025,7,5,23,5,True,nuit,5,1,1,0,0,0,0,1,0,0,0,0,pic courant anormal moteur
MACH-03,2025-07-06,2025-07-06 14:10:00,14:10,2025,7,6,14,6,True,apres-midi,5,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-03,2025-07-06,2025-07-06 15:25:00,15:25,2025,7,6,15,6,True,apres-midi,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite détectée — chute pression
MACH-03,2025-07-06,2025-07-06 15:48:00,15:48,2025,7,6,15,6,True,apres-midi,3,1,1,0,1,0,0,0,0,0,0,0,pression en dessous seuil critique
MACH-03,2025-07-07,2025-07-07 15:25:00,15:25,2025,7,7,15,0,False,apres-midi,5,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-03,2025-07-08,2025-07-08 05:29:00,05:29,2025,7,8,5,1,False,nuit,2,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-03,2025-07-08,2025-07-08 05:34:00,05:34,2025,7,8,5,1,False,nuit,3,1,1,0,0,0,0,0,0,0,0,1,pièces hors tolérance — contrôle qualité
MACH-03,2025-07-09,2025-07-09 05:29:00,05:29,2025,7,9,5,2,False,nuit,3,1,1,0,0,0,0,0,0,0,0,1,non-conformité dimensionnelle
MACH-03,2025-07-09,2025-07-09 05:46:00,05:46,2025,7,9,5,2,False,nuit,3,1,1,0,0,0,0,0,0,0,0,1,pièces hors tolérance — contrôle qualité
MACH-03,2025-07-10,2025-07-10 05:29:00,05:29,2025,7,10,5,3,False,nuit,5,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-03,2025-07-15,2025-07-15 02:13:00,02:13,2025,7,15,2,1,False,nuit,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-03,2025-07-20,2025-07-20 08:30:00,08:30,2025,7,20,8,6,True,matin,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-03,2025-07-24,2025-07-24 08:49:00,08:49,2025,7,24,8,3,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-07-31,2025-07-31 17:49:00,17:49,2025,7,31,17,3,False,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-03,2025-08-11,2025-08-11 23:14:00,23:14,2025,8,11,23,0,False,nuit,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-08-22,2025-08-22 02:31:00,02:31,2025,8,22,2,4,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-03,2025-09-02,2025-09-02 01:05:00,01:05,2025,9,2,1,1,False,nuit,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite détectée — chute pression
MACH-03,2025-09-02,2025-09-02 01:10:00,01:10,2025,9,2,1,1,False,nuit,2,1,1,0,1,0,0,0,0,0,0,0,pression en dessous seuil critique
MACH-03,2025-09-03,2025-09-03 01:08:00,01:08,2025,9,3,1,2,False,nuit,3,1,1,0,1,0,0,0,0,0,0,0,baisse pression hydraulique
MACH-03,2025-09-03,2025-09-03 01:10:00,01:10,2025,9,3,1,2,False,nuit,3,1,1,0,1,0,0,0,0,0,0,0,pression en dessous seuil critique
MACH-03,2025-09-04,2025-09-04 01:10:00,01:10,2025,9,4,1,3,False,nuit,4,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-03,2025-09-05,2025-09-05 21:26:00,21:26,2025,9,5,21,4,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,choc sur transmission
MACH-03,2025-09-05,2025-09-05 21:54:00,21:54,2025,9,5,21,4,False,apres-midi,2,1,1,0,0,0,1,0,0,0,0,0,cliquetis roulement axe
MACH-03,2025-09-06,2025-09-06 21:54:00,21:54,2025,9,6,21,5,True,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-09-06,2025-09-06 21:57:00,21:57,2025,9,6,21,5,True,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2025-09-07,2025-09-07 09:46:00,09:46,2025,9,7,9,6,True,matin,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-09-07,2025-09-07 21:54:00,21:54,2025,9,7,21,6,True,apres-midi,4,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-09-12,2025-09-12 02:10:00,02:10,2025,9,12,2,4,False,nuit,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-09-12,2025-09-12 02:39:00,02:39,2025,9,12,2,4,False,nuit,2,1,1,0,0,0,1,0,0,0,0,0,cliquetis roulement axe
MACH-03,2025-09-13,2025-09-13 02:01:00,02:01,2025,9,13,2,5,True,nuit,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-09-13,2025-09-13 02:39:00,02:39,2025,9,13,2,5,True,nuit,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2025-09-14,2025-09-14 02:39:00,02:39,2025,9,14,2,6,True,nuit,4,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-09-25,2025-09-25 10:16:00,10:16,2025,9,25,10,3,False,matin,2,1,1,0,0,0,1,0,0,0,0,0,cliquetis roulement axe
MACH-03,2025-09-25,2025-09-25 10:52:00,10:52,2025,9,25,10,3,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,choc sur transmission
MACH-03,2025-09-26,2025-09-26 10:16:00,10:16,2025,9,26,10,4,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,cliquetis roulement axe
MACH-03,2025-09-26,2025-09-26 10:47:00,10:47,2025,9,26,10,4,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-09-27,2025-09-27 10:16:00,10:16,2025,9,27,10,5,True,matin,5,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-09-30,2025-09-30 16:18:00,16:18,2025,9,30,16,1,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-03,2025-10-04,2025-10-04 08:08:00,08:08,2025,10,4,8,5,True,matin,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2025-10-04,2025-10-04 08:57:00,08:57,2025,10,4,8,5,True,matin,2,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-10-05,2025-10-05 08:45:00,08:45,2025,10,5,8,6,True,matin,3,1,1,0,0,0,1,0,0,0,0,0,choc sur transmission
MACH-03,2025-10-05,2025-10-05 08:57:00,08:57,2025,10,5,8,6,True,matin,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2025-10-06,2025-10-06 02:08:00,02:08,2025,10,6,2,0,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-03,2025-10-06,2025-10-06 02:49:00,02:49,2025,10,6,2,0,False,nuit,2,1,1,0,0,1,0,0,0,0,0,0,balourd rotor confirmé
MACH-03,2025-10-06,2025-10-06 08:57:00,08:57,2025,10,6,8,0,False,matin,5,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-10-07,2025-10-07 02:49:00,02:49,2025,10,7,2,1,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-03,2025-10-07,2025-10-07 02:55:00,02:55,2025,10,7,2,1,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,vibrations excessives détectées
MACH-03,2025-10-08,2025-10-08 02:49:00,02:49,2025,10,8,2,2,False,nuit,5,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-03,2025-11-19,2025-11-19 22:39:00,22:39,2025,11,19,22,2,False,nuit,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique constatée
MACH-03,2025-11-19,2025-11-19 22:49:00,22:49,2025,11,19,22,2,False,nuit,2,1,1,0,0,0,0,1,0,0,0,0,pic courant anormal moteur
MACH-03,2025-11-20,2025-11-20 22:49:00,22:49,2025,11,20,22,3,False,nuit,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique constatée
MACH-03,2025-11-20,2025-11-20 22:53:00,22:53,2025,11,20,22,3,False,nuit,3,1,1,0,0,0,0,1,0,0,0,0,échauffement bobinage moteur
MACH-03,2025-11-21,2025-11-21 22:49:00,22:49,2025,11,21,22,4,False,nuit,5,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-03,2025-11-25,2025-11-25 14:26:00,14:26,2025,11,25,14,1,False,apres-midi,2,1,1,0,0,0,0,0,0,1,0,0,alarme capteur active
MACH-03,2025-11-25,2025-11-25 14:31:00,14:31,2025,11,25,14,1,False,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,défaut capteur confirmé
MACH-03,2025-11-26,2025-11-26 14:05:00,14:05,2025,11,26,14,2,False,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,perte intermittente signal mesure
MACH-03,2025-11-26,2025-11-26 14:26:00,14:26,2025,11,26,14,2,False,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur active
MACH-03,2025-11-27,2025-11-27 14:26:00,14:26,2025,11,27,14,3,False,apres-midi,5,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-03,2025-11-30,2025-11-30 11:01:00,11:01,2025,11,30,11,6,True,matin,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-03,2025-12-17,2025-12-17 19:26:00,19:26,2025,12,17,19,2,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-12-23,2025-12-23 20:06:00,20:06,2025,12,23,20,1,False,apres-midi,2,1,1,0,0,0,0,0,0,0,0,1,non-conformité dimensionnelle
MACH-03,2025-12-23,2025-12-23 20:56:00,20:56,2025,12,23,20,1,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces constaté
MACH-03,2025-12-24,2025-12-24 16:08:00,16:08,2025,12,24,16,2,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,cliquetis roulement axe
MACH-03,2025-12-24,2025-12-24 16:25:00,16:25,2025,12,24,16,2,False,apres-midi,2,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-12-24,2025-12-24 20:06:00,20:06,2025,12,24,20,2,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,pièces hors tolérance — contrôle qualité
MACH-03,2025-12-24,2025-12-24 20:55:00,20:55,2025,12,24,20,2,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,non-conformité dimensionnelle
MACH-03,2025-12-25,2025-12-25 16:16:00,16:16,2025,12,25,16,3,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2025-12-25,2025-12-25 16:25:00,16:25,2025,12,25,16,3,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2025-12-25,2025-12-25 20:06:00,20:06,2025,12,25,20,3,False,apres-midi,4,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-03,2025-12-26,2025-12-26 16:25:00,16:25,2025,12,26,16,4,False,apres-midi,4,2,1,0,0,0,1,0,0,0,1,0,bruit mécanique anormal + arrêt ligne
MACH-03,2026-01-02,2026-01-02 02:18:00,02:18,2026,1,2,2,4,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-03,2026-01-03,2026-01-03 08:13:00,08:13,2026,1,3,8,5,True,matin,3,1,1,1,0,0,0,0,0,0,0,0,chauffe anormale
MACH-03,2026-01-03,2026-01-03 22:33:00,22:33,2026,1,3,22,5,True,nuit,3,1,1,0,0,0,0,1,0,0,0,0,échauffement bobinage moteur
MACH-03,2026-01-03,2026-01-03 22:34:00,22:34,2026,1,3,22,5,True,nuit,2,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique constatée
MACH-03,2026-01-04,2026-01-04 22:34:00,22:34,2026,1,4,22,6,True,nuit,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique constatée
MACH-03,2026-01-04,2026-01-04 22:37:00,22:37,2026,1,4,22,6,True,nuit,3,1,1,0,0,0,0,1,0,0,0,0,pic courant anormal moteur
MACH-03,2026-01-05,2026-01-05 22:34:00,22:34,2026,1,5,22,0,False,nuit,4,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-03,2026-01-10,2026-01-10 12:25:00,12:25,2026,1,10,12,5,True,matin,2,1,1,0,0,1,0,0,0,0,0,0,balourd rotor confirmé
MACH-03,2026-01-10,2026-01-10 12:45:00,12:45,2026,1,10,12,5,True,matin,3,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-03,2026-01-11,2026-01-11 12:12:00,12:12,2026,1,11,12,6,True,matin,3,1,1,0,0,1,0,0,0,0,0,0,vibrations excessives détectées
MACH-03,2026-01-11,2026-01-11 12:25:00,12:25,2026,1,11,12,6,True,matin,3,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-03,2026-01-12,2026-01-12 12:25:00,12:25,2026,1,12,12,0,False,matin,5,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-03,2026-01-21,2026-01-21 21:16:00,21:16,2026,1,21,21,2,False,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-03,2026-01-23,2026-01-23 11:04:00,11:04,2026,1,23,11,4,False,matin,2,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces constaté
MACH-03,2026-01-23,2026-01-23 11:30:00,11:30,2026,1,23,11,4,False,matin,3,1,1,0,0,0,0,0,0,0,0,1,non-conformité dimensionnelle
MACH-03,2026-01-24,2026-01-24 11:04:00,11:04,2026,1,24,11,5,True,matin,3,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-03,2026-01-24,2026-01-24 11:07:00,11:07,2026,1,24,11,5,True,matin,3,1,1,0,0,0,0,0,0,0,0,1,non-conformité dimensionnelle
MACH-03,2026-01-25,2026-01-25 11:04:00,11:04,2026,1,25,11,6,True,matin,5,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-03,2026-01-28,2026-01-28 19:18:00,19:18,2026,1,28,19,2,False,apres-midi,3,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-03,2026-01-28,2026-01-28 19:25:00,19:25,2026,1,28,19,2,False,apres-midi,2,1,1,0,0,1,0,0,0,0,0,0,oscillations hors tolérance
MACH-03,2026-01-29,2026-01-29 15:41:00,15:41,2026,1,29,15,3,False,apres-midi,2,1,1,0,0,0,1,0,0,0,0,0,choc sur transmission
MACH-03,2026-01-29,2026-01-29 15:43:00,15:43,2026,1,29,15,3,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2026-01-29,2026-01-29 19:25:00,19:25,2026,1,29,19,3,False,apres-midi,3,1,1,0,0,1,0,0,0,0,0,0,vibrations excessives détectées
MACH-03,2026-01-29,2026-01-29 19:52:00,19:52,2026,1,29,19,3,False,apres-midi,3,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-03,2026-01-30,2026-01-30 15:01:00,15:01,2026,1,30,15,4,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2026-01-30,2026-01-30 15:41:00,15:41,2026,1,30,15,4,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2026-01-30,2026-01-30 19:25:00,19:25,2026,1,30,19,4,False,apres-midi,4,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-03,2026-01-31,2026-01-31 15:41:00,15:41,2026,1,31,15,5,True,apres-midi,4,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2026-02-03,2026-02-03 12:29:00,12:29,2026,2,3,12,1,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2026-02-04,2026-02-04 20:29:00,20:29,2026,2,4,20,2,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,cliquetis roulement axe
MACH-03,2026-02-04,2026-02-04 20:45:00,20:45,2026,2,4,20,2,False,apres-midi,2,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2026-02-05,2026-02-05 20:45:00,20:45,2026,2,5,20,3,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,cliquetis roulement axe
MACH-03,2026-02-05,2026-02-05 20:57:00,20:57,2026,2,5,20,3,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2026-02-06,2026-02-06 20:45:00,20:45,2026,2,6,20,4,False,apres-midi,4,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2026-02-10,2026-02-10 15:44:00,15:44,2026,2,10,15,1,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2026-02-10,2026-02-10 15:53:00,15:53,2026,2,10,15,1,False,apres-midi,2,1,1,0,0,0,1,0,0,0,0,0,cliquetis roulement axe
MACH-03,2026-02-10,2026-02-10 22:20:00,22:20,2026,2,10,22,1,False,nuit,2,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-03,2026-02-10,2026-02-10 22:40:00,22:40,2026,2,10,22,1,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,vibrations excessives détectées
MACH-03,2026-02-11,2026-02-11 11:09:00,11:09,2026,2,11,11,2,False,matin,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-03,2026-02-11,2026-02-11 15:41:00,15:41,2026,2,11,15,2,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,choc sur transmission
MACH-03,2026-02-11,2026-02-11 15:53:00,15:53,2026,2,11,15,2,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2026-02-11,2026-02-11 22:20:00,22:20,2026,2,11,22,2,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-03,2026-02-11,2026-02-11 22:23:00,22:23,2026,2,11,22,2,False,nuit,3,1,1,0,0,1,0,0,0,0,0,0,vibration anormale roulement
MACH-03,2026-02-12,2026-02-12 15:53:00,15:53,2026,2,12,15,3,False,apres-midi,4,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2026-02-12,2026-02-12 22:20:00,22:20,2026,2,12,22,3,False,nuit,5,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-03,2026-02-14,2026-02-14 04:10:00,04:10,2026,2,14,4,5,True,nuit,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-03,2026-02-21,2026-02-21 15:09:00,15:09,2026,2,21,15,5,True,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,défaut capteur confirmé
MACH-03,2026-02-21,2026-02-21 15:26:00,15:26,2026,2,21,15,5,True,apres-midi,2,1,1,0,0,0,0,0,0,1,0,0,défaut capteur confirmé
MACH-03,2026-02-22,2026-02-22 15:26:00,15:26,2026,2,22,15,6,True,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur active
MACH-03,2026-02-22,2026-02-22 15:29:00,15:29,2026,2,22,15,6,True,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,défaut capteur confirmé
MACH-03,2026-02-23,2026-02-23 15:26:00,15:26,2026,2,23,15,0,False,apres-midi,5,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-03,2026-03-07,2026-03-07 14:42:00,14:42,2026,3,7,14,5,True,apres-midi,3,1,1,0,1,0,0,0,0,0,0,0,baisse pression hydraulique
MACH-03,2026-03-07,2026-03-07 14:49:00,14:49,2026,3,7,14,5,True,apres-midi,2,1,1,0,1,0,0,0,0,0,0,0,circuit hydraulique en défaut
MACH-03,2026-03-08,2026-03-08 12:05:00,12:05,2026,3,8,12,6,True,matin,3,1,1,0,0,1,0,0,0,0,0,0,vibration excessive
MACH-03,2026-03-08,2026-03-08 14:16:00,14:16,2026,3,8,14,6,True,apres-midi,3,1,1,0,1,0,0,0,0,0,0,0,baisse pression hydraulique
MACH-03,2026-03-08,2026-03-08 14:49:00,14:49,2026,3,8,14,6,True,apres-midi,3,1,1,0,1,0,0,0,0,0,0,0,pression en dessous seuil critique
MACH-03,2026-03-09,2026-03-09 14:49:00,14:49,2026,3,9,14,0,False,apres-midi,5,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-03,2026-03-09,2026-03-09 21:37:00,21:37,2026,3,9,21,0,False,apres-midi,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-03,2026-03-10,2026-03-10 01:32:00,01:32,2026,3,10,1,1,False,nuit,3,1,1,0,1,0,0,0,0,0,0,0,circuit hydraulique en défaut
MACH-03,2026-03-10,2026-03-10 01:51:00,01:51,2026,3,10,1,1,False,nuit,2,1,1,0,1,0,0,0,0,0,0,0,baisse pression hydraulique
MACH-03,2026-03-11,2026-03-11 01:44:00,01:44,2026,3,11,1,2,False,nuit,3,1,1,0,1,0,0,0,0,0,0,0,circuit hydraulique en défaut
MACH-03,2026-03-11,2026-03-11 01:51:00,01:51,2026,3,11,1,2,False,nuit,3,1,1,0,1,0,0,0,0,0,0,0,pression en dessous seuil critique
MACH-03,2026-03-12,2026-03-12 01:51:00,01:51,2026,3,12,1,3,False,nuit,4,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-03,2026-03-12,2026-03-12 07:20:00,07:20,2026,3,12,7,3,False,matin,3,1,1,0,0,0,0,0,1,0,0,0,pièce bloquée convoyeur
MACH-03,2026-03-18,2026-03-18 12:20:00,12:20,2026,3,18,12,2,False,matin,2,1,1,0,0,0,1,0,0,0,0,0,cliquetis roulement axe
MACH-03,2026-03-18,2026-03-18 12:52:00,12:52,2026,3,18,12,2,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,choc sur transmission
MACH-03,2026-03-19,2026-03-19 12:20:00,12:20,2026,3,19,12,3,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2026-03-19,2026-03-19 12:49:00,12:49,2026,3,19,12,3,False,matin,3,1,1,0,0,0,1,0,0,0,0,0,frottement mécanique cyclique
MACH-03,2026-03-20,2026-03-20 12:20:00,12:20,2026,3,20,12,4,False,matin,4,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2026-04-03,2026-04-03 17:41:00,17:41,2026,4,3,17,4,False,apres-midi,3,1,1,0,0,0,1,0,0,0,0,0,bruit mécanique anormal
MACH-03,2026-04-06,2026-04-06 15:45:00,15:45,2026,4,6,15,0,False,apres-midi,2,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces constaté
MACH-03,2026-04-06,2026-04-06 15:52:00,15:52,2026,4,6,15,0,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces constaté
MACH-03,2026-04-07,2026-04-07 15:30:00,15:30,2026,4,7,15,1,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,non-conformité dimensionnelle
MACH-03,2026-04-07,2026-04-07 15:45:00,15:45,2026,4,7,15,1,False,apres-midi,3,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-03,2026-04-08,2026-04-08 06:17:00,06:17,2026,4,8,6,2,False,matin,3,1,1,0,0,0,0,1,0,0,0,0,surconsommation électrique
MACH-03,2026-04-08,2026-04-08 15:45:00,15:45,2026,4,8,15,2,False,apres-midi,5,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-03,2026-04-14,2026-04-14 11:47:00,11:47,2026,4,14,11,1,False,matin,3,1,1,0,0,0,0,0,0,1,0,0,alarme capteur
MACH-03,2026-04-22,2026-04-22 13:19:00,13:19,2026,4,22,13,2,False,matin,2,1,1,0,0,0,0,0,0,0,0,1,non-conformité dimensionnelle
MACH-03,2026-04-22,2026-04-22 13:55:00,13:55,2026,4,22,13,2,False,matin,3,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces constaté
MACH-03,2026-04-23,2026-04-23 13:19:00,13:19,2026,4,23,13,3,False,matin,3,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-03,2026-04-23,2026-04-23 13:50:00,13:50,2026,4,23,13,3,False,matin,3,1,1,0,0,0,0,0,0,0,0,1,chute taux de production anormale
MACH-03,2026-04-24,2026-04-24 13:19:00,13:19,2026,4,24,13,4,False,matin,5,1,1,0,0,0,0,0,0,0,0,1,défaut qualité pièces
MACH-03,2026-04-25,2026-04-25 01:13:00,01:13,2026,4,25,1,5,True,nuit,2,1,1,0,1,0,0,0,0,0,0,0,micro-fuite détectée — chute pression
MACH-03,2026-04-25,2026-04-25 01:14:00,01:14,2026,4,25,1,5,True,nuit,3,1,1,0,1,0,0,0,0,0,0,0,baisse pression hydraulique
MACH-03,2026-04-25,2026-04-25 01:24:00,01:24,2026,4,25,1,5,True,nuit,3,1,1,0,1,0,0,0,0,0,0,0,micro-fuite / baisse pression
MACH-03,2026-04-26,2026-04-26 01:13:00,01:13,2026,4,26,1,6,True,nuit,3,1,1,0,1,0,0,0,0,0,0,0,pression en dessous seuil critique
